,0
189,545.57
190,2870.84
191,282.97
192,817.05
193,5575.16
194,4492.79
195,5225.63
196,4665.69
197,1567.5
198,364.38
199,1670.91
200,1245.49
201,4211.67
202,4693.44
203,6690.96
204,928.74
205,392.14
206,2563.04
207,5714.88
208,2218.01
209,687.12
210,2474.5
211,4155.12
212,3909.93
213,3745.54
214,5855.97
215,3310.91
216,5702.8
217,280.17
218,2708.03
219,2512.82
220,5405.75
221,1884.73
222,455.06
223,5802.93
224,5746.35
225,276.62
226,5542.18
227,4329.85
228,776.38
229,4714.27
230,6240.06
231,2847.5
232,4341.91
233,4612.05
234,2747.22
235,996.55
236,4578.71
237,3348.99
238,3210.74
239,500.77
240,1825.57
241,337.22
242,6389.6
243,4399.62
244,5781.12
245,5075.84
246,2937.1
247,4765.24
248,174.94
249,4958.49
250,344.72
251,4959.84
252,5467.57
253,863.28
254,5855.88
255,799.53
256,715.57
257,2660.07
258,3938.99
259,444.74
260,3114.01
261,2686.89
262,1028.36
263,5771.63
264,3422.29
265,2514.96
266,4503.62
267,2204.63
268,2156.69
269,4771.66
270,5413.12
271,4471.0
272,4993.85
273,4741.01
274,4663.48
275,632.07
276,4820.02
277,3736.82
278,4670.47
279,601.28
280,2139.91
281,4422.15
282,3412.96
283,5209.47
284,5757.87
285,2503.92
286,4795.58
287,4456.02
288,5859.92
289,5301.5
290,4961.46
291,4185.33
292,5754.05
293,4469.34
294,1109.32
295,5557.81
296,3891.1
297,627.97
298,5175.79
299,318.65
300,6358.67
301,5829.72
302,3077.37
303,2645.41
304,6731.5
305,5857.45
306,5745.1
307,5773.03
308,4652.29
309,4181.36
310,4921.41
311,4565.29
312,3245.79
313,1047.84
314,307.56
315,5307.16
316,436.9
317,5719.42
318,1950.09
319,906.9
320,439.58
321,813.53
322,498.22
323,5908.56
324,4072.23
325,909.08
326,1373.98
327,4620.49
328,6207.13
329,5373.09
330,380.98
331,2441.0
332,4225.67
333,5853.74
334,4734.69
335,3058.81
336,4858.39
337,3327.78
338,517.45
339,2726.82
340,4401.49
341,1118.54
342,4469.32
343,336.31
344,2411.41
345,4037.84
346,4304.78
347,1186.23
348,2752.73
349,5699.72
350,2084.96
351,362.27
352,3457.0
353,4548.11
354,1602.33
355,5513.53
356,4347.17
357,1517.97
358,2402.06
359,2524.16
360,2522.92
361,1927.8
362,2165.96
363,3406.6
364,318.54
365,4897.57
366,326.98
367,6461.78
368,305.93
369,4976.75
370,4388.89
371,5172.13
372,365.19
373,2865.26
374,1442.41
375,4763.41
376,4700.68
377,5951.69
378,1510.2
379,299.24
380,3480.29
381,1600.11
382,363.37
383,5637.47
384,4060.17
385,4423.4
386,2199.87
387,2432.4
388,5607.15
389,384.79
390,662.54
391,377.25
392,2847.13
393,3965.95
394,260.19
395,4816.37
396,379.29
397,2401.61
398,873.87
399,4546.77
400,628.31
401,236.57
402,5312.63
403,6259.69
404,341.95
405,1126.34
406,2760.03
407,1175.45
408,6252.82
409,4247.26
410,5511.73
411,408.31
412,5748.57
413,4858.1
414,2892.9
415,275.18
416,5063.1
417,4596.47
418,6254.75
419,584.45
420,2904.4
421,3047.11
422,4817.34
423,5925.55
424,3506.19
425,1970.16
426,1969.18
427,621.91
428,920.22
429,5244.75
430,5420.52
431,378.28
432,1920.34
433,4910.46
434,5733.2
435,387.58
436,2369.35
437,2855.75
438,4469.98
439,406.43
440,4711.62
441,2802.29
442,1358.83
443,5582.22
444,3673.49
445,1728.16
446,6537.84
447,4528.74
448,316.69
449,370.29
450,397.61
451,968.56
452,4945.38
453,3640.92
454,4347.31
455,2996.67
456,330.02
457,2300.67
458,4340.01
459,836.14
460,339.06
461,1804.08
462,4721.89
463,6763.77
464,863.74
465,5657.56
466,6328.35
467,2984.7
468,2257.86
469,6039.81
470,1388.62
471,388.07
472,5806.48
473,442.61
474,3920.1
475,4569.64
476,5388.57
477,515.6
478,2772.41
479,5331.2
480,4242.41
481,5103.31
482,545.12
483,3912.24
484,1609.6
485,1399.41
486,959.3
487,5966.55
488,3025.07
489,466.35
490,5995.97
491,3568.86
492,5677.52
493,6135.44
494,4773.63
495,2163.23
496,3571.97
497,353.14
498,5692.53
499,2830.62
500,5714.17
501,3002.4
502,6159.92
503,407.02
504,4112.54
505,4558.31
506,4885.14
507,1063.59
508,4725.08
509,4366.17
510,6544.71
511,6383.6
512,5661.6
513,4253.41
514,4348.65
515,5678.99
516,5423.23
517,4966.72
518,1196.1
519,3511.25
520,3140.84
521,914.58
522,632.68
523,5684.39
524,528.1
525,3164.34
526,3518.74
527,2684.91
528,2206.38
529,4549.37
530,3703.73
531,2767.77
532,383.93
533,2423.7
534,3085.77
535,1232.09
536,5735.13
537,5865.47
538,5544.09
539,2326.82
540,6301.27
541,3801.93
542,4855.84
543,263.05
544,1471.95
545,5492.77
546,1010.28
547,3540.47
548,4836.74
549,1990.11
550,2719.31
551,297.92
552,1913.17
553,5994.98
554,5054.92
555,518.53
556,5057.27
557,3903.1
558,5209.41
559,5883.94
560,734.33
561,4895.01
562,667.19
563,4839.41
564,4975.24
565,3513.75
566,4830.77
567,5311.23
568,6573.2
569,367.48
570,2204.5
571,454.86
572,4785.73
573,704.78
574,4037.76
575,4848.72
576,2651.25
577,5879.01
578,4617.34
579,6246.16
580,5454.46
581,4040.62
582,2091.74
583,1053.04
584,458.89
585,5186.58
586,6276.72
587,3033.99
588,695.52
589,1638.45
590,6357.45
591,3824.34
592,5647.8
593,4683.41
594,3036.06
595,586.38
596,499.11
597,2921.06
598,2101.67
599,5041.31
600,5421.59
601,5431.44
602,6399.86
603,2952.36
604,5462.48
605,4993.58
606,2667.53
607,3872.15
608,5101.16
609,1299.11
610,4046.13
611,6248.9
612,287.54
613,630.25
614,1132.53
615,3387.85
616,779.47
617,4834.47
618,4511.51
619,4435.0
620,4465.34
621,1257.56
622,6294.17
623,6270.69
624,282.6
625,5279.01
626,5647.47
627,4191.4
628,2620.77
629,2595.13
630,4158.23
631,6305.64
632,4818.55
633,1461.17
634,6499.83
635,276.88
636,591.12
637,6018.98
638,5368.16
639,2927.96
640,5439.12
641,4929.26
642,3170.12
643,6459.19
644,4720.51
645,2581.89
646,5561.72
647,4610.61
648,1334.57
649,4345.2
650,1441.7
651,782.18
652,710.46
653,313.46
654,2683.91
655,5018.57
656,866.21
657,5708.64
658,6025.57
659,367.17
660,4152.17
661,2870.11
662,4235.18
663,6254.68
664,485.39
665,5303.58
666,2655.0
667,4987.64
668,2616.13
669,4785.89
670,398.35
671,779.15
672,5832.17
673,6424.46
674,339.64
675,4748.19
676,4681.73
677,4899.15
678,2355.51
679,6250.5
680,2784.14
681,611.98
682,3125.6
683,548.56
684,5413.57
685,5103.1
686,4160.24
687,1430.38
688,5892.69
689,1019.5
690,1745.0
691,3349.11
692,1223.05
693,4428.15
694,4661.49
695,1081.62
696,5461.65
697,356.12
698,4567.77
699,398.24
700,1415.48
701,4600.23
702,339.67
703,322.89
704,3045.72
705,6223.47
706,1894.05
707,4753.69
708,5581.7
709,2971.31
710,6480.45
711,1043.35
712,375.33
713,5868.54
714,3251.35
715,4706.02
716,427.67
717,4328.35
718,4673.2
719,522.83
720,503.4
721,2782.5
722,5197.78
723,5114.71
724,311.52
725,6394.47
726,4303.04
727,3201.04
728,4380.14
729,4004.82
730,556.14
731,379.31
732,346.19
733,2678.93
734,1928.73
735,2687.5
736,3695.52
737,565.13
738,6167.45
739,5613.28
740,823.3
741,1955.08
742,611.69
743,1248.01
744,2399.11
745,458.57
746,2611.19
747,1543.51
748,662.79
749,1986.43
750,2705.89
751,5206.69
752,392.53
753,4718.84
754,2865.63
755,5449.58
756,3641.16
757,359.74
758,397.22
759,971.57
760,4910.69
761,1094.2
762,4574.89
763,5627.35
764,3439.78
765,2210.88
766,3291.18
767,3432.2
768,314.23
769,3294.41
770,1286.41
771,338.01
772,2779.16
773,826.21
774,6282.86
775,588.75
776,1333.57
777,1220.28
778,1615.97
779,3103.91
780,4456.98
781,4776.46
782,2087.69
783,2496.92
784,2806.07
785,2618.44
786,2606.55
787,2362.19
788,835.01
789,5018.36
790,2222.85
791,4696.57
792,1383.04
793,1592.43
794,4748.87
795,2717.22
796,3464.03
797,245.03
798,308.64
799,1914.89
800,183.8
801,5558.27
802,4337.21
803,1157.58
804,1986.8
805,5282.79
806,5263.61
807,5203.11
808,2400.13
809,4672.73
810,4880.64
811,4620.11
812,1162.65
813,789.76
814,3789.98
815,2922.03
816,3156.49
817,6209.99
818,647.85
819,535.56
820,5950.11
821,486.17
822,2405.03
823,780.21
824,4434.24
825,2572.47
826,3339.99
827,4999.89
828,3876.72
829,309.78
830,4494.22
831,1669.33
832,335.37
833,633.08
834,603.56
835,2497.89
836,4368.5
837,1240.13
838,2573.54
839,6129.22
840,5621.68
841,614.73
842,1173.87
843,6535.82
844,4385.68
845,6032.83
846,4531.9
847,5085.79
848,3092.66
849,3785.21
850,5162.74
851,4623.74
852,3780.89
853,373.5
854,5482.33
855,4934.26
856,3175.52
857,2605.49
858,5526.31
859,1101.37
860,2910.0
861,2512.58
862,3644.99
863,3555.11
864,3126.14
865,3776.11
866,6299.44
867,5267.76
868,2214.05
869,337.32
870,351.37
871,4314.66
872,6229.75
873,372.06
874,5814.87
875,6297.18
876,356.83
877,4967.45
878,4574.21
879,3489.98
880,2019.98
881,2471.03
882,2509.96
883,335.31
884,5780.16
885,6264.1
886,2565.22
887,3243.56
888,598.52
889,627.98
890,3121.14
891,392.56
892,2729.4
893,5844.82
894,309.57
895,329.36
896,5659.97
897,6063.12
898,2604.93
899,361.15
900,2478.59
901,344.82
902,1086.39
903,2298.8
904,3153.21
905,4910.63
906,631.37
907,3418.48
908,5475.26
909,335.29
910,297.27
911,4198.33
912,3221.48
913,3808.99
914,5056.81
915,4434.31
916,4928.1
917,4285.78
918,3420.63
919,908.27
920,4688.22
921,5227.52
922,921.73
923,4368.32
924,318.03
925,848.78
926,1467.28
927,948.22
928,348.32
929,383.01
930,2698.63
931,4757.11
932,5066.82
933,3688.12
934,303.7
935,5957.62
936,4740.14
937,663.08
938,4775.5
939,4781.66
940,4731.82
941,1543.2
942,5266.93
943,295.57
944,3350.62
945,351.08
946,2735.36
947,4685.41
948,4597.12
949,3004.04
950,5066.98
951,4965.21
952,315.46
953,5280.37
954,396.78
955,5348.57
956,5407.45
957,728.36
958,6010.56
959,4358.47
960,3966.27
961,5489.55
962,1670.54
963,4977.75
964,3152.12
965,5023.19
966,3100.95
967,2074.22
968,3995.38
969,2031.83
970,5442.02
971,4833.65
972,4553.29
973,281.07
974,917.22
975,622.8
976,3146.94
977,4863.7
978,3722.32
979,4475.59
980,5789.16
981,1082.11
982,4410.36
983,2906.97
984,6600.81
985,4966.66
986,4288.25
987,841.95
988,247.64
989,5633.47
990,4863.89
991,5907.69
992,347.81
993,387.64
994,4534.59
995,4187.03
996,6057.98
997,3031.27
998,443.91
999,4195.81
1000,1306.05
1001,4165.23
1002,470.45
1003,2183.29
1004,3183.5
1005,1774.97
1006,4581.27
1007,4122.51
1008,5577.8
1009,4699.18
1010,4890.11
1011,3012.73
1012,3569.44
1013,4891.41
1014,2597.43
1015,1308.97
1016,719.77
1017,3299.22
1018,4818.01
1019,678.48
1020,2919.03
1021,360.11
1022,504.91
1023,4788.86
1024,4699.8
1025,5949.57
1026,4330.82
1027,2368.35
1028,6249.38
1029,5944.16
1030,565.26
1031,5651.32
1032,780.0
1033,3361.72
1034,4788.27
1035,5752.92
1036,626.04
1037,5839.55
1038,2156.91
1039,1337.55
1040,4521.54
1041,364.91
1042,270.37
1043,5055.55
1044,4196.81
1045,4054.13
1046,2036.21
1047,330.12
1048,629.99
1049,2242.48
1050,4265.01
1051,6044.13
1052,6026.83
1053,4549.55
1054,4437.99
1055,4364.54
1056,5427.15
1057,4475.7
1058,5114.28
1059,1061.16
1060,2014.58
1061,386.51
1062,3302.45
1063,3631.24
1064,5088.37
1065,5355.07
1066,383.41
1067,4675.65
1068,3158.15
1069,283.64
1070,327.64
1071,888.1
1072,1619.11
1073,3303.7
1074,5203.78
1075,331.31
1076,3282.93
1077,2596.77
1078,385.03
1079,633.68
1080,859.76
1081,5481.46
1082,3130.21
1083,309.28
1084,4373.13
1085,1944.67
1086,4180.17
1087,4474.68
1088,369.28
1089,2332.98
1090,1019.34
1091,4820.73
1092,4002.83
1093,6174.61
1094,296.05
1095,3466.59
1096,4655.39
1097,472.48
1098,6042.01
1099,5384.74
1100,6624.71
1101,524.66
1102,1079.58
1103,5799.8
1104,5357.86
1105,388.37
1106,5297.64
1107,4146.52
1108,637.95
1109,1471.33
1110,5151.45
1111,570.44
1112,3647.21
1113,2178.3
1114,5593.98
1115,4391.69
1116,5348.46
1117,473.4
1118,5121.73
1119,6242.48
1120,4539.0
1121,699.58
1122,4378.89
1123,6494.62
1124,3130.18
1125,5222.92
1126,340.71
1127,306.76
1128,3225.94
1129,1998.89
1130,3040.06
1131,2094.95
1132,4620.65
1133,3916.16
1134,3354.8
1135,372.11
1136,4906.59
1137,6629.6
1138,5953.56
1139,3682.76
1140,1745.12
1141,954.04
1142,4612.38
1143,670.37
1144,4606.43
1145,4109.75
1146,563.97
1147,3474.17
1148,2862.11
1149,5901.36
1150,336.1
1151,5440.92
1152,3864.73
1153,6037.65
1154,418.22
1155,1324.31
1156,4580.7
1157,4457.5
1158,4581.93
1159,5810.63
1160,339.25
1161,3025.75
1162,3734.67
1163,1443.84
1164,5686.26
1165,2182.43
1166,371.06
1167,6446.02
1168,876.53
1169,6665.82
1170,4764.47
1171,3564.12
1172,954.58
1173,420.83
1174,619.3
1175,492.45
1176,4742.59
1177,4294.55
1178,315.79
1179,1738.07
1180,5387.06
1181,3964.41
1182,998.32
1183,2809.63
1184,380.68
1185,481.91
1186,4192.79
1187,429.33
1188,5001.18
1189,1828.74
1190,3010.01
1191,5962.09
1192,3890.68
1193,4168.91
1194,4648.63
1195,314.0
1196,4504.6
1197,2539.63
1198,3674.77
1199,4931.53
1200,1014.96
1201,718.32
1202,2682.7
1203,4237.49
1204,4589.11
1205,2577.32
1206,6566.99
1207,4409.16
1208,5142.25
1209,2723.27
1210,4132.87
1211,2944.98
1212,5946.33
1213,2279.87
1214,6300.7
1215,2751.01
1216,6248.36
1217,4717.73
1218,6312.69
1219,2476.98
1220,3187.17
1221,6412.49
1222,4993.58
1223,542.01
1224,2370.06
1225,597.77
1226,4474.11
1227,6489.2
1228,2392.09
1229,4027.74
1230,6498.16
1231,4828.7
1232,4708.17
1233,3197.13
1234,4151.25
1235,4788.62
1236,2548.81
1237,4788.52
1238,3573.01
1239,366.68
1240,2299.69
1241,5626.54
1242,4550.13
1243,3142.59
1244,5419.5
1245,388.44
1246,4263.98
1247,828.16
1248,1065.1
1249,4759.56
1250,6154.7
1251,734.9
1252,4692.55
1253,5955.45
1254,5180.18
1255,3054.84
1256,295.29
1257,2186.72
1258,5754.79
1259,4009.85
1260,1725.42
1261,2650.11
1262,2757.27
1263,6153.0
1264,4022.49
1265,4911.35
1266,3246.61
1267,1004.69
1268,427.6
1269,3315.34
1270,4277.15
1271,3654.7
1272,399.6
1273,2140.89
1274,4932.21
1275,805.92
1276,1648.51
1277,1090.16
1278,4985.46
1279,3114.57
1280,3186.65
1281,4004.5
1282,1868.41
1283,321.07
1284,4435.78
1285,881.47
1286,2621.29
1287,5375.78
1288,2843.0
1289,3333.43
1290,733.38
1291,708.2
1292,5391.32
1293,1211.83
1294,4956.15
1295,403.85
1296,529.37
1297,1197.08
1298,1158.49
1299,5981.41
1300,4628.14
1301,5794.14
1302,2167.88
1303,5610.64
1304,503.89
1305,5043.98
1306,6028.85
1307,6104.29
1308,3507.34
1309,2880.4
1310,1315.12
1311,4494.94
1312,4716.44
1313,2657.67
1314,1007.06
1315,1148.69
1316,403.55
1317,355.18
1318,5012.12
1319,338.18
1320,4203.57
1321,539.57
1322,2959.9
1323,403.15
1324,5820.15
1325,436.45
1326,2908.93
1327,858.47
1328,6314.35
1329,1739.48
1330,5241.5
1331,2565.5
1332,5369.67
1333,2191.26
1334,6119.63
1335,3047.63
1336,2687.71
1337,4360.81
1338,2268.39
1339,386.15
1340,5265.73
1341,4648.18
1342,4574.42
1343,4995.29
1344,2043.16
1345,3614.22
1346,379.05
1347,2172.98
1348,5816.98
1349,760.5
1350,1897.18
1351,5632.06
1352,4624.58
1353,4492.85
1354,5964.8
1355,1589.67
1356,5523.17
1357,1147.25
1358,4911.31
1359,4263.58
1360,3977.63
1361,3222.09
1362,6009.22
1363,4900.69
1364,627.28
1365,4381.4
1366,1494.0
1367,1419.51
1368,4520.46
1369,1646.31
1370,1342.69
1371,1725.41
1372,5410.6
1373,4257.43
1374,2999.58
1375,6470.61
1376,3962.2
1377,5055.55
1378,4436.32
1379,5747.08
1380,1090.85
1381,5586.13
1382,5229.94
1383,4410.59
1384,3957.45
1385,5227.24
1386,4930.62
1387,493.98
1388,408.11
1389,4861.26
1390,2937.16
1391,4001.05
1392,348.89
1393,4448.07
1394,5178.09
1395,3800.75
1396,2517.53
1397,710.34
1398,2146.75
1399,3383.82
1400,5195.73
1401,6197.14
1402,3142.39
1403,472.02
1404,6069.59
1405,283.73
1406,5150.73
1407,3369.48
1408,3864.89
1409,3117.73
1410,4957.18
1411,3276.39
1412,4921.05
1413,2726.72
1414,4968.91
1415,1298.71
1416,5992.36
1417,6468.05
1418,4430.95
1419,5756.79
1420,255.39
1421,4803.02
1422,2672.77
1423,1915.37
1424,444.45
1425,5609.77
1426,3248.17
1427,750.45
1428,1779.19
1429,4574.98
1430,5023.14
1431,4919.08
1432,4980.85
1433,5394.77
1434,435.55
1435,1145.29
1436,1032.94
1437,6431.46
1438,360.47
1439,2942.49
1440,4525.92
1441,5069.15
1442,2661.53
1443,1077.76
1444,760.65
1445,1002.03
1446,3156.42
1447,275.96
1448,376.32
1449,2819.37
1450,4890.09
1451,4800.96
1452,5803.24
1453,4412.21
1454,1267.69
1455,5168.19
1456,2662.53
1457,2405.33
1458,848.29
1459,409.13
1460,3273.46
1461,4501.12
1462,731.24
1463,4319.38
1464,406.7
1465,914.06
1466,386.66
1467,2660.03
1468,1372.43
1469,2299.72
1470,3253.33
1471,5438.28
1472,334.0
1473,5936.75
1474,5610.09
1475,3959.43
1476,1113.64
1477,1580.95
1478,5757.5
1479,3136.85
1480,5826.17
1481,384.51
1482,1086.45
1483,3586.31
1484,1883.08
1485,4389.36
1486,4432.73
1487,2667.3
1488,4453.88
1489,4527.01
1490,5110.94
1491,5594.23
1492,5071.6
1493,721.56
1494,4867.7
1495,3059.03
1496,4764.65
1497,5709.26
1498,4855.34
1499,5378.5
1500,2245.26
1501,3452.22
1502,2710.98
1503,3023.49
1504,2414.0
1505,5728.56
1506,1016.79
1507,321.52
1508,3721.4
1509,1905.73
1510,330.48
1511,3168.11
1512,3782.02
1513,5095.01
1514,6396.83
1515,5919.53
1516,5788.51
1517,5730.73
1518,5419.58
1519,1955.94
1520,341.48
1521,3725.13
1522,5602.53
1523,5813.08
1524,476.83
1525,1475.19
1526,363.15
1527,987.27
1528,5284.42
1529,5064.84
1530,1839.23
1531,4696.7
1532,6312.18
1533,952.81
1534,980.43
1535,4933.82
1536,357.86
1537,2865.51
1538,4591.39
1539,4846.53
1540,1836.36
1541,334.39
1542,6458.35
1543,4068.94
1544,5329.02
1545,2268.95
1546,1752.63
1547,849.98
1548,5104.17
1549,3642.21
1550,564.5
1551,764.51
1552,5826.32
1553,4996.41
1554,4721.18
1555,5857.43
1556,362.78
1557,600.88
1558,2017.33
1559,5079.65
1560,3011.5
1561,4921.3
1562,441.79
1563,2797.6
1564,5510.65
1565,1343.41
1566,950.0
1567,5327.25
1568,2479.87
1569,5292.91
1570,322.25
1571,1304.92
1572,2517.17
1573,5198.02
1574,5649.6
1575,4197.0
1576,2798.38
1577,4348.54
1578,4040.96
1579,3480.49
1580,6257.13
1581,4793.73
1582,6358.54
1583,6633.53
1584,4761.33
1585,4487.28
1586,4790.69
1587,2577.91
1588,1376.44
1589,4520.12
1590,4236.79
1591,4200.29
1592,792.94
1593,3064.78
1594,4244.35
1595,4399.74
1596,5340.64
1597,4377.98
1598,827.32
1599,5643.78
1600,4767.65
1601,5791.53
1602,3226.5
1603,337.61
1604,339.31
1605,2345.54
1606,4441.39
1607,5684.97
1608,5515.89
1609,4852.69
1610,4212.57
1611,6155.92
1612,3993.5
1613,431.95
1614,6417.71
1615,3207.55
1616,958.63
1617,3126.83
1618,5960.77
1619,6067.82
1620,4285.06
1621,4799.76
1622,1530.95
1623,5547.23
1624,5561.71
1625,5962.39
1626,4458.33
1627,859.31
1628,5196.78
1629,3528.79
1630,352.82
1631,2476.95
1632,4939.02
1633,4206.19
1634,5028.51
1635,4665.47
1636,3997.46
1637,5544.88
1638,2564.47
1639,358.25
1640,5221.6
1641,2406.92
1642,4662.06
1643,4221.79
1644,4053.03
1645,4030.11
1646,4584.37
1647,5003.57
1648,619.16
1649,4690.81
1650,4214.59
1651,490.19
1652,729.85
1653,6357.81
1654,5198.88
1655,1171.7
1656,2339.82
1657,406.69
1658,4698.65
1659,404.8
1660,2835.28
1661,2803.84
1662,2142.75
1663,2786.79
1664,2692.83
1665,4400.41
1666,4177.86
1667,2931.25
1668,2462.67
1669,659.52
1670,4011.43
1671,635.24
1672,3519.18
1673,2585.86
1674,5961.08
1675,677.15
1676,2752.61
1677,1841.3
1678,4574.99
1679,4456.21
1680,5029.23
1681,431.25
1682,5026.55
1683,4768.47
1684,4372.4
1685,587.51
1686,1961.97
1687,2821.38
1688,4459.91
1689,3880.62
1690,3610.45
1691,693.1
1692,359.29
1693,368.25
1694,4445.01
1695,4003.34
1696,4111.04
1697,4502.49
1698,4383.03
1699,5025.29
1700,4641.73
1701,295.83
1702,4928.72
1703,4714.56
1704,5280.12
1705,5885.74
1706,6386.02
1707,1609.98
1708,4883.86
1709,852.69
1710,328.53
1711,3955.9
1712,1076.64
1713,6216.84
1714,950.54
1715,1475.71
1716,5763.05
1717,689.51
1718,347.04
1719,460.52
1720,4739.12
1721,6155.93
1722,2036.67
1723,2885.62
1724,889.27
1725,4880.92
1726,5693.86
1727,4575.86
1728,2994.66
1729,401.89
1730,2446.36
1731,6547.73
1732,4808.95
1733,3201.81
1734,4653.91
1735,4350.9
1736,604.03
1737,1512.83
1738,4472.86
1739,4882.7
1740,5831.91
1741,5553.89
1742,4927.01
1743,4564.76
1744,2697.44
1745,2061.58
1746,737.39
1747,715.38
1748,3451.45
1749,5344.05
1750,514.53
1751,767.55
1752,5012.9
1753,3545.76
1754,739.82
1755,5445.14
1756,4567.67
1757,5200.72
1758,1356.09
1759,3067.6
1760,386.62
1761,4639.57
1762,4938.62
1763,3884.99
1764,1371.23
1765,695.58
1766,2809.0
1767,3299.3
1768,1556.92
1769,488.3
1770,2469.94
1771,3309.41
1772,2105.07
1773,404.75
1774,3155.75
1775,5208.66
1776,3881.18
1777,378.78
1778,1188.05
1779,1743.44
1780,1126.13
1781,2707.92
1782,4829.21
1783,3674.06
1784,5913.84
1785,4252.37
1786,987.53
1787,641.43
1788,1993.35
1789,2804.2
1790,2794.35
1791,5907.45
1792,4813.32
1793,3787.72
1794,2800.6
1795,3111.44
1796,4491.82
1797,3066.62
1798,4133.21
1799,362.71
1800,560.63
1801,5822.25
1802,405.84
1803,4485.86
1804,2473.92
1805,5925.64
1806,1566.98
1807,4748.94
1808,5732.33
1809,670.43
1810,365.78
1811,1188.88
1812,4662.4
1813,369.71
1814,2919.97
1815,4419.91
1816,361.46
1817,5805.98
1818,4372.53
1819,352.9
1820,1929.62
1821,5309.32
1822,2817.52
1823,292.83
1824,4508.63
1825,3105.63
1826,5690.67
1827,2039.6
1828,4385.06
1829,3821.63
1830,5708.68
1831,4554.38
1832,669.2
1833,5639.77
1834,2868.56
1835,2560.01
1836,3311.27
1837,5854.28
1838,4554.17
1839,3714.84
1840,5897.2
1841,1668.32
1842,1130.09
1843,2731.54
1844,2497.68
1845,6310.27
1846,5817.93
1847,5198.23
1848,3259.21
1849,3353.75
1850,4457.36
1851,3552.28
1852,669.98
1853,1281.37
1854,4331.64
1855,5131.99
1856,764.74
1857,4049.35
1858,5580.35
1859,6176.08
1860,1400.05
1861,1014.5
1862,544.97
1863,5094.99
1864,4906.35
1865,1330.38
1866,2836.01
1867,4624.38
1868,974.25
1869,2584.23
1870,2490.33
1871,3272.91
1872,6054.06
1873,3979.7
1874,341.01
1875,607.42
1876,5817.73
1877,6384.89
1878,487.66
1879,4837.49
1880,3275.28
1881,750.34
1882,422.34
1883,5380.67
1884,956.04
1885,3846.39
1886,3269.01
1887,1968.17
1888,3401.78
1889,4490.05
1890,1384.26
1891,4444.4
1892,2848.16
1893,4386.32
1894,4542.47
1895,1332.5
1896,3127.51
1897,5209.34
1898,2167.37
1899,5606.22
1900,4691.61
1901,1463.81
1902,319.8
1903,4372.95
1904,3188.5
1905,1745.81
1906,4319.01
1907,5682.5
1908,5747.43
1909,276.41
1910,5339.15
1911,4400.92
1912,3369.97
1913,2118.25
1914,333.88
1915,1256.82
1916,351.42
1917,488.27
1918,4561.01
1919,5040.4
1920,381.76
1921,5259.29
1922,874.24
1923,452.22
1924,5072.32
1925,1006.23
